OTU_ID	taxonomy
ASV_1057	;Thanatephorus;cucumeris
ASV_1058	;Zopfiella;NA
ASV_1060	;Auricularia;NA
ASV_1062	;Endogone;NA
ASV_1063	;Glomus;NA
ASV_1064	;Claroideoglomus;claroideum
ASV_1065	;Phaeosphaeria;lunariae
ASV_1068	;Glomus;macrocarpum
ASV_1069	;NA;NA
ASV_1070	;NA;NA
ASV_1071	;Acremonium;persicinum
ASV_1073	;NA;NA
ASV_1075	;Crocicreas;NA
ASV_1077	;Didymella;glomerata
ASV_1079	;Glomus;compressum
ASV_1080	;Septoglomus;viscosum
ASV_1083	;Idriella;NA
ASV_1084	;Sakaguchia;NA
ASV_1085	;Septoglomus;NA
ASV_1086	;Ampelomyces;quisqualis
ASV_1089	;Olpidium;brassicae
ASV_1090	;Glomus;macrocarpum
ASV_1091	;NA;NA
ASV_1092	;Glomus;aggregatum
ASV_1094	;Acremonium;polychromum
ASV_1095	;Auricularia;NA
ASV_1096	;Acaulospora;spinosa
ASV_1098	;Septoglomus;viscosum
ASV_1099	;NA;NA
ASV_1101	;Glomus;indicum
ASV_1103	;NA;NA
ASV_1104	;Herpotrichia;australis
ASV_1105	;NA;NA
ASV_1106	;NA;NA
ASV_1107	;NA;NA
ASV_1108	;NA;NA
ASV_1109	;Gigaspora;rosea
ASV_1111	;Veronaea;japonica
ASV_1112	;Claroideoglomus;claroideum
ASV_1113	;Pseudogymnoascus;NA
ASV_1114	;Glomus;macrocarpum
ASV_1115	;NA;NA
ASV_1116	;Glomus;macrocarpum
ASV_1118	;Rhizophagus;irregularis
ASV_1119	;Mortierella;paraensis
ASV_1121	;Goffeauzyma;gastrica
ASV_1123	;Gigaspora;rosea
ASV_1126	;Gibberella;NA
ASV_1128	;NA;NA
ASV_1129	;Lycoperdon;pratense
ASV_1130	;NA;NA
ASV_1131	;Cadophora;NA
ASV_1133	;Coniochaeta;canina
ASV_1134	;Septoglomus;NA
ASV_1135	;Glomus;NA
ASV_1137	;Glomus;indicum
ASV_1138	;Myrmecridium;phragmitis
ASV_1140	;Clitopilus;NA
ASV_1141	;Glomus;NA
ASV_1143	;Talaromyces;trachyspermus
ASV_1145	;Metarhizium;marquandii
ASV_1147	;Pseudocoleophoma;NA
ASV_1148	;Sistotrema;adnatum
ASV_1149	;Orbilia;serpentina
ASV_1150	;Exophiala;bonariae
ASV_1151	;NA;NA
ASV_1152	;NA;NA
ASV_1154	;NA;NA
ASV_1155	;NA;NA
ASV_1156	;Meyerozyma;guilliermondii
ASV_1157	;Knufia;NA
ASV_1158	;Glomus;macrocarpum
ASV_1159	;NA;NA
ASV_1160	;Thanatephorus;cucumeris
ASV_1161	;Fusarium;solani
ASV_1163	;Rhizophagus;irregularis
ASV_1164	;Penicillium;NA
ASV_1165	;Cistella;NA
ASV_1166	;Dominikia;iranica
ASV_1167	;Phaeosphaeria;NA
ASV_1168	;Fusicolla;acetilerea
ASV_1169	;Anungitiomyces;stellenboschiensis
ASV_1170	;Stropharia;ambigua
ASV_1173	;Thanatephorus;cucumeris
ASV_1174	;Coprinopsis;friesii
ASV_1175	;Dictyosporella;NA
ASV_1176	;NA;NA
ASV_1177	;NA;NA
ASV_1179	;NA;NA
ASV_1181	;Orbilia;NA
ASV_1185	;Lachnum;virgineum
ASV_1187	;Schizothecium;glutinans
ASV_1189	;Bulleromyces;albus
ASV_1191	;Mortierella;NA
ASV_1192	;NA;NA
ASV_1194	;Dominikia;iranica
ASV_1198	;Karstenia;macer
ASV_1199	;NA;NA
ASV_1201	;Glomus;NA
ASV_1202	;Apodus;deciduus
ASV_1203	;NA;NA
ASV_1204	;NA;NA
ASV_1205	;Glomus;NA
ASV_1206	;Mortierella;beljakovae
ASV_1207	;Fusariella;NA
ASV_1208	;NA;NA
ASV_1209	;Chaetomium;subspirilliferum
ASV_1211	;Myrmecridium;NA
ASV_1212	;Glomus;macrocarpum
ASV_1216	;NA;NA
ASV_1217	;Mucor;circinelloides
ASV_1218	;Achroiostachys;betulicola
ASV_1219	;Rhizophagus;irregularis
ASV_1220	;Septoglomus;constrictum
ASV_1221	;Rhizophagus;irregularis
ASV_1222	;Veronaea;japonica
ASV_1223	;Fusarium;concentricum
ASV_1224	;Fusarium;armeniacum
ASV_1226	;Auricularia;NA
ASV_1227	;Acremonium;persicinum
ASV_1228	;Orbilia;NA
ASV_1229	;NA;NA
ASV_1230	;NA;NA
ASV_1232	;NA;NA
ASV_1235	;NA;NA
ASV_1237	;Septoglomus;NA
ASV_1238	;NA;NA
ASV_1239	;Colletotrichum;NA
ASV_1240	;Mortierella;NA
ASV_1241	;Mortierella;alpina
ASV_1242	;Glomus;aggregatum
ASV_1243	;Coprinellus;silvaticus
ASV_1244	;Aspergillus;NA
ASV_1245	;Septoglomus;viscosum
ASV_1247	;NA;NA
ASV_1248	;Cistella;NA
ASV_1249	;Flagelloscypha;NA
ASV_1250	;Akenomyces;costatus
ASV_1251	;Glomus;NA
ASV_1253	;Purpureocillium;lilacinum
ASV_1255	;NA;NA
ASV_1256	;Septoglomus;viscosum
ASV_1257	;NA;NA
ASV_1258	;NA;NA
ASV_1259	;Leptospora;NA
ASV_1263	;Fusicolla;NA
ASV_1264	;NA;NA
ASV_1265	;Glomus;tetrastratosum
ASV_1266	;NA;NA
ASV_1267	;Mortierella;NA
ASV_1268	;NA;NA
ASV_1271	;Rhizophlyctis;rosea
ASV_1273	;NA;NA
ASV_1275	;Endogone;NA
ASV_1276	;Scytalidium;NA
ASV_1277	;Diaporthe;angelicae
ASV_1278	;Septoglomus;viscosum
ASV_1279	;NA;NA
ASV_1281	;Phaeosphaeria;NA
ASV_1284	;Rhizophagus;irregularis
ASV_1286	;Crocicreas;NA
ASV_1287	;Dactylaria;mitrata
ASV_1289	;NA;NA
ASV_1290	;Diversispora;NA
ASV_1291	;Daldinia;NA
ASV_1292	;Conocybe;NA
ASV_1293	;NA;NA
ASV_1294	;Saitozyma;flava
ASV_1296	;Sarocladium;NA
ASV_1298	;Laetisaria;fuciformis
ASV_1299	;Phallus;rugulosus
ASV_1301	;Chaetomium;subspirilliferum
ASV_1303	;Saitozyma;NA
ASV_1306	;Metacordyceps;chlamydosporia
ASV_1307	;NA;NA
ASV_1308	;NA;NA
ASV_1309	;Cadophora;NA
ASV_1310	;NA;NA
ASV_1311	;Orbilia;NA
ASV_1312	;Trichoderma;spirale
ASV_1313	;Glomus;macrocarpum
ASV_1314	;NA;NA
ASV_1315	;Spizellomyces;NA
ASV_1316	;NA;NA
ASV_1317	;Corymbiglomus;corymbiforme
ASV_1318	;Glomus;indicum
ASV_1319	;Trichoderma;NA
ASV_1320	;NA;NA
ASV_1321	;NA;NA
ASV_1322	;Tubeufia;helicomyces
ASV_1324	;Orbilia;NA
ASV_1325	;Rhizophagus;irregularis
ASV_1326	;NA;NA
ASV_1327	;NA;NA
ASV_1328	;Chaetomium;angustispirale
ASV_1329	;NA;NA
ASV_1333	;NA;NA
ASV_1334	;NA;NA
ASV_1335	;Didymella;NA
ASV_1336	;Mortierella;NA
ASV_1337	;Arachnotheca;glomerata
ASV_1338	;Wongia;NA
ASV_1339	;Dominikia;NA
ASV_1340	;NA;NA
ASV_1341	;Mortierella;fimbricystis
ASV_1343	;Akenomyces;costatus
ASV_1344	;NA;NA
ASV_1345	;Pyrenochaeta;NA
ASV_1346	;Neosetophoma;NA
ASV_1347	;Claroideoglomus;NA
ASV_1349	;NA;NA
ASV_1350	;NA;NA
ASV_1352	;Conocybe;NA
ASV_1353	;NA;NA
ASV_1354	;Articulospora;proliferata
ASV_1356	;NA;NA
ASV_1357	;Aspergillus;flavus
ASV_1358	;Kamienskia;divaricata
ASV_1359	;NA;NA
ASV_1360	;Minimedusa;polyspora
ASV_1362	;NA;NA
ASV_1364	;NA;NA
ASV_1365	;Gigaspora;NA
ASV_1366	;Glomus;macrocarpum
ASV_1368	;Tetracladium;apiense
ASV_1369	;Pseudolophiotrema;elymicola
ASV_1370	;Ceratobasidium;NA
ASV_1371	;NA;NA
ASV_1372	;Auricularia;NA
ASV_1373	;Operculomyces;laminatus
ASV_1374	;NA;NA
ASV_1375	;NA;NA
ASV_1376	;Cirrenalia;NA
ASV_1377	;NA;NA
ASV_1378	;Typhula;trifolii
ASV_1381	;Psathyrella;candolleana
ASV_1382	;Ramicandelaber;NA
ASV_1386	;NA;NA
ASV_1387	;Hymenoscyphus;NA
ASV_1388	;Dominikia;iranica
ASV_1389	;Ophiosphaerella;NA
ASV_1390	;Funneliformis;mosseae
ASV_1391	;NA;NA
ASV_1392	;NA;NA
ASV_1393	;NA;NA
ASV_1396	;NA;NA
ASV_1397	;NA;NA
ASV_1400	;Arthrobotrys;conoides
ASV_1401	;Sigarispora;arundinis
ASV_1402	;NA;NA
ASV_1403	;Claroideoglomus;claroideum
ASV_1405	;Peziza;varia
ASV_1406	;NA;NA
ASV_1407	;Fusarium;concentricum
ASV_1410	;Glomus;macrocarpum
ASV_1411	;Solicoccozyma;fuscescens
ASV_1412	;Dominikia;NA
ASV_1413	;Coniochaeta;verticillata
ASV_1415	;Septoglomus;constrictum
ASV_1416	;Remispora;stellata
ASV_1418	;NA;NA
ASV_1419	;Calonectria;canadensis
ASV_1421	;Clitopilus;NA
ASV_1422	;Conocybe;NA
ASV_1423	;Glomus;NA
ASV_1424	;NA;NA
ASV_1426	;NA;NA
ASV_1427	;Ophiocordyceps;variabilis
ASV_1428	;Herpotrichia;australis
ASV_1430	;Xylaria;NA
ASV_1431	;NA;NA
ASV_1432	;Articulospora;proliferata
ASV_1433	;Endogone;NA
ASV_1434	;NA;NA
ASV_1435	;Lachnum;NA
ASV_1436	;Acaulospora;NA
ASV_1437	;NA;NA
ASV_1438	;NA;NA
ASV_1439	;NA;NA
ASV_1440	;NA;NA
ASV_1441	;NA;NA
ASV_1442	;Funneliformis;mosseae
ASV_1443	;NA;NA
ASV_1444	;NA;NA
ASV_1446	;Chalara;heteroderae
ASV_1447	;NA;NA
ASV_1448	;Paraphoma;chrysanthemicola
ASV_1450	;Glomus;NA
ASV_1451	;NA;NA
ASV_1453	;NA;NA
ASV_1454	;Ceratobasidium;NA
ASV_1455	;Gigaspora;rosea
ASV_1457	;NA;NA
ASV_1458	;Funneliformis;mosseae
ASV_1460	;NA;NA
ASV_1463	;NA;NA
ASV_1464	;NA;NA
ASV_1465	;NA;NA
ASV_1467	;Articulospora;NA
ASV_1468	;Pholiotina;cyanopus
ASV_1469	;Chaetomium;NA
ASV_1471	;Trichoderma;spirale
ASV_1472	;NA;NA
ASV_1473	;Penicillium;aurantiogriseum
ASV_1475	;Kochiomyces;NA
ASV_1476	;Glomus;macrocarpum
ASV_1477	;NA;NA
ASV_1480	;Glomus;macrocarpum
ASV_1481	;Thanatephorus;cucumeris
ASV_1484	;Tubeufia;helicomyces
ASV_1485	;NA;NA
ASV_1486	;Septoglomus;constrictum
ASV_1489	;Akenomyces;costatus
ASV_1490	;Penicillium;citrinum
ASV_1491	;Cyphellophora;NA
ASV_1492	;NA;NA
ASV_1496	;Diversispora;epigaea
ASV_1497	;Paramyrothecium;NA
ASV_1498	;NA;NA
ASV_1499	;Ascobolus;NA
ASV_1500	;NA;NA
ASV_1501	;Vermispora;spermatophaga
ASV_1502	;NA;NA
ASV_1503	;NA;NA
ASV_1504	;Auricularia;NA
ASV_1506	;Keissleriella;caraganae
ASV_1508	;NA;NA
ASV_1510	;NA;NA
ASV_1511	;Glomus;NA
ASV_1512	;Glomus;macrocarpum
ASV_1513	;Glomus;macrocarpum
ASV_1514	;NA;NA
ASV_1516	;Coprinopsis;friesii
ASV_1517	;NA;NA
ASV_1518	;Septoglomus;viscosum
ASV_1519	;Vararia;NA
ASV_1520	;NA;NA
ASV_1522	;Mycena;NA
ASV_1523	;Terfezia;NA
ASV_1528	;Phaeosphaeria;tofieldiae
ASV_1530	;Herpotrichia;australis
ASV_1533	;Phaeosphaeria;NA
ASV_1537	;NA;NA
ASV_1538	;NA;NA
ASV_1539	;Conioscypha;NA
ASV_1540	;NA;NA
ASV_1541	;Symmetrospora;coprosmae
ASV_1542	;Veronaea;NA
ASV_1543	;Operculomyces;laminatus
ASV_1546	;NA;NA
ASV_1548	;Parastagonospora;avenae
ASV_1549	;Pseudaleuria;NA
ASV_1550	;Fusarium;poae
ASV_1554	;Peziza;varia
ASV_1556	;Gongronella;butleri
ASV_1557	;NA;NA
ASV_1558	;NA;NA
ASV_1559	;Mortierella;NA
ASV_1560	;NA;NA
ASV_1561	;Aspergillus;NA
ASV_1562	;Dictyosporella;NA
ASV_1564	;NA;NA
ASV_1565	;Veronaea;japonica
ASV_1566	;Trichoderma;NA
ASV_1567	;Typhula;trifolii
ASV_1568	;Staphylotrichum;boninense
ASV_1569	;Paraglomus;NA
ASV_1570	;NA;NA
ASV_1571	;Glomus;indicum
ASV_1573	;NA;NA
ASV_1576	;Metacordyceps;chlamydosporia
ASV_1577	;Mortierella;NA
ASV_1578	;Glomus;NA
ASV_1579	;Thanatephorus;cucumeris
ASV_1581	;Corymbiglomus;corymbiforme
ASV_1582	;NA;NA
ASV_1583	;Idriella;NA
ASV_1586	;Operculomyces;laminatus
ASV_1587	;Rhizophagus;NA
ASV_1588	;Metarhizium;marquandii
ASV_1589	;Mortierella;NA
ASV_1591	;Fusarium;algeriense
ASV_1593	;NA;NA
ASV_1594	;Rhizophagus;irregularis
ASV_1595	;NA;NA
ASV_1598	;Claroideoglomus;claroideum
ASV_1600	;Penicillium;NA
ASV_1601	;Coniochaeta;NA
ASV_1602	;Phaeodothis;NA
ASV_1603	;NA;NA
ASV_1604	;Fusariella;NA
ASV_1609	;Archaeospora;NA
ASV_1610	;Claroideoglomus;NA
ASV_1611	;NA;NA
ASV_1612	;Glomus;macrocarpum
ASV_1613	;NA;NA
ASV_1616	;Ramicandelaber;NA
ASV_1617	;Funneliformis;mosseae
ASV_1618	;Claroideoglomus;NA
ASV_1619	;Dactylaria;mitrata
ASV_1620	;NA;NA
ASV_1622	;NA;NA
ASV_1624	;Dioszegia;hungarica
ASV_1625	;Claroideoglomus;NA
ASV_1627	;NA;NA
ASV_1628	;Limonomyces;NA
ASV_1630	;Mortierella;NA
ASV_1633	;Rhizophlyctis;NA
ASV_1634	;Cercospora;NA
ASV_1635	;Mortierella;elongata
ASV_1636	;Rhizophagus;irregularis
ASV_1637	;NA;NA
ASV_1638	;NA;NA
ASV_1639	;Glomus;macrocarpum
ASV_1641	;Endogone;NA
ASV_1645	;Paraglomus;NA
ASV_1646	;Claroideoglomus;NA
ASV_1647	;Cirrenalia;iberica
ASV_1649	;Ceratobasidium;NA
ASV_1650	;Chrysosporium;submersum
ASV_1651	;Tausonia;pullulans
ASV_1652	;Mortierella;NA
ASV_1653	;NA;NA
ASV_1654	;NA;NA
ASV_1656	;Mycena;NA
ASV_1659	;Coprinopsis;friesii
ASV_1660	;NA;NA
ASV_1662	;Mycocalicium;victoriae
ASV_1663	;NA;NA
ASV_1664	;Ramicandelaber;NA
ASV_1665	;Preussia;tenerifae
ASV_1667	;Coniochaeta;verticillata
ASV_1668	;NA;NA
ASV_1670	;Mucor;circinelloides
ASV_1672	;Scutellinia;vitreola
ASV_1673	;Rhizophagus;irregularis
ASV_1674	;Lecythophora;NA
ASV_1675	;Papiliotrema;flavescens
ASV_1676	;Trichopeziza;mollissima
ASV_1680	;Kochiomyces;dichotomus
ASV_1681	;NA;NA
ASV_1682	;Septoglomus;NA
ASV_1683	;NA;NA
ASV_1684	;Funneliformis;mosseae
ASV_1685	;NA;NA
ASV_1686	;Tetraplosphaeria;NA
ASV_1688	;Operculomyces;laminatus
ASV_1690	;Phomatospora;striatigera
ASV_1691	;NA;NA
ASV_1693	;Glomus;macrocarpum
ASV_1694	;Podospora;NA
ASV_1695	;NA;NA
ASV_1696	;NA;NA
ASV_1697	;Glomus;compressum
ASV_1698	;Rhizophagus;irregularis
ASV_1701	;Diversispora;NA
ASV_1704	;NA;NA
ASV_1705	;NA;NA
ASV_1706	;NA;NA
ASV_1707	;Udeniozyma;ferulica
ASV_1709	;Pyrenochaeta;NA
ASV_1710	;Claroideoglomus;claroideum
ASV_1711	;Paraglomus;NA
ASV_1712	;NA;NA
ASV_1713	;NA;NA
ASV_1714	;Dominikia;iranica
ASV_1715	;Cladophialophora;NA
ASV_1717	;Talaromyces;NA
ASV_1719	;NA;NA
ASV_1720	;NA;NA
ASV_1721	;NA;NA
ASV_1722	;Parastagonospora;NA
ASV_1724	;Neosetophoma;NA
ASV_1725	;Ramophialophora;humicola
ASV_1728	;NA;NA
ASV_1729	;Hymenula;cerealis
ASV_1730	;Thanatephorus;cucumeris
ASV_1731	;NA;NA
ASV_1732	;Vararia;NA
ASV_1733	;NA;NA
ASV_1734	;Septoglomus;viscosum
ASV_1735	;Glomus;macrocarpum
ASV_1736	;Holtermanniella;takashimae
ASV_1738	;Oliveonia;pauxilla
ASV_1740	;NA;NA
ASV_1742	;NA;NA
ASV_1743	;NA;NA
ASV_1744	;NA;NA
ASV_1745	;Septoglomus;constrictum
ASV_1746	;NA;NA
ASV_1748	;Funneliformis;mosseae
ASV_1749	;Operculomyces;laminatus
ASV_1750	;Rhodotorula;graminis
ASV_1752	;Hymenoscyphus;menthae
ASV_1753	;Articulospora;NA
ASV_1754	;Paraglomus;NA
ASV_1755	;Glomus;NA
ASV_1756	;Pholiotina;cyanopus
ASV_1757	;Schizothecium;glutinans
ASV_1759	;Septoglomus;viscosum
ASV_1761	;NA;NA
ASV_1764	;Septoglomus;NA
ASV_1765	;Glomus;indicum
ASV_1767	;Acremonium;NA
ASV_1768	;Plectosphaerella;oratosquillae
ASV_1769	;Herpotrichia;australis
ASV_1770	;Tetraplosphaeria;NA
ASV_1771	;NA;NA
ASV_1772	;NA;NA
ASV_1773	;Endogone;NA
ASV_1774	;Cystobasidiopsis;NA
ASV_1775	;NA;NA
ASV_1776	;NA;NA
ASV_1777	;Funneliformis;mosseae
ASV_1780	;Acaulospora;minuta
ASV_1781	;Articulospora;proliferata
ASV_1783	;Neofitzroyomyces;nerii
ASV_1785	;NA;NA
ASV_1787	;Arthrobotrys;conoides
ASV_1788	;NA;NA
ASV_1792	;Candelabrum;brocchiatum
ASV_1793	;Coniochaeta;NA
ASV_1794	;Exophiala;bonariae
ASV_1795	;Mortierella;alpina
ASV_1796	;Sporidesmiella;NA
ASV_1801	;Neofitzroyomyces;nerii
ASV_1802	;Coprinopsis;phlyctidospora
ASV_1804	;Chloridium;aseptatum
ASV_1805	;Kamienskia;perpusilla
ASV_1808	;NA;NA
ASV_1809	;Dactylaria;mitrata
ASV_1810	;NA;NA
ASV_1811	;Glomus;NA
ASV_1812	;Cyphellophora;NA
ASV_1814	;NA;NA
ASV_1815	;NA;NA
ASV_1817	;Kamienskia;perpusilla
ASV_1818	;Rhizophagus;irregularis
ASV_1819	;Phaeoacremonium;NA
ASV_1822	;Vishniacozyma;dimennae
ASV_1823	;NA;NA
ASV_1828	;NA;NA
ASV_1829	;NA;NA
ASV_1830	;NA;NA
ASV_1831	;Glomus;NA
ASV_1832	;Endogone;NA
ASV_1833	;Mycena;NA
ASV_1834	;NA;NA
ASV_1835	;Funneliformis;mosseae
ASV_1836	;Funneliformis;mosseae
ASV_1840	;Disciseda;NA
ASV_1842	;Sporidesmiella;NA
ASV_1843	;Schizothecium;glutinans
ASV_1844	;Chaetosphaeronema;NA
ASV_1845	;Vishniacozyma;globispora
ASV_1849	;Ustilago;hordei
ASV_1850	;Coniothyrium;NA
ASV_1851	;Dominikia;NA
ASV_1852	;Cyphellophora;NA
ASV_1853	;NA;NA
ASV_1856	;Funneliformis;mosseae
ASV_1857	;Funneliformis;mosseae
ASV_1858	;Alternaria;alternata
ASV_1862	;NA;NA
ASV_1863	;Purpureocillium;lilacinum
ASV_1864	;Auricularia;NA
ASV_1865	;NA;NA
ASV_1866	;NA;NA
ASV_1867	;Gongronella;butleri
ASV_1868	;Ophiosphaerella;NA
ASV_1870	;Funneliformis;mosseae
ASV_1871	;Lachnum;NA
ASV_1872	;Keissleriella;poagena
ASV_1873	;Lecanicillium;NA
ASV_1877	;NA;NA
ASV_1879	;Colletotrichum;NA
ASV_1883	;Stemphylium;NA
ASV_1884	;Mortierella;exigua
ASV_1885	;Glomus;macrocarpum
ASV_1887	;Cetraspora;NA
ASV_1888	;Glomus;macrocarpum
ASV_1889	;Sporidesmiella;NA
ASV_1890	;Paraglomus;NA
ASV_1894	;Oliveonia;pauxilla
ASV_1896	;NA;NA
ASV_1897	;Conocybe;mesospora
ASV_1898	;Penicillium;NA
ASV_1899	;Rhizophagus;irregularis
ASV_1900	;Conidiobolus;coronatus
ASV_1901	;Funneliformis;mosseae
ASV_1902	;NA;NA
ASV_1904	;NA;NA
ASV_1906	;NA;NA
ASV_1907	;NA;NA
ASV_1908	;Fusariella;NA
ASV_1909	;NA;NA
ASV_1913	;NA;NA
ASV_1915	;Rhizophagus;NA
ASV_1916	;Gibberella;NA
ASV_1917	;Cetraspora;gilmorei
ASV_1918	;Spizellomyces;NA
ASV_1920	;NA;NA
ASV_1921	;Glomus;macrocarpum
ASV_1924	;Mucor;circinelloides
ASV_1925	;Funneliformis;mosseae
ASV_1926	;Ceratobasidium;NA
ASV_1931	;Coniochaeta;NA
ASV_1935	;Paraglomus;NA
ASV_1936	;Zopfiella;lundqvistii
ASV_1937	;NA;NA
ASV_1939	;NA;NA
ASV_1942	;NA;NA
ASV_1944	;Tetracladium;NA
ASV_1945	;Dictyosporella;NA
ASV_1946	;Acremonium;persicinum
ASV_1948	;NA;NA
ASV_1949	;NA;NA
ASV_1950	;NA;NA
ASV_1951	;Funneliformis;mosseae
ASV_1952	;Kamienskia;perpusilla
ASV_1953	;Entoloma;NA
ASV_1954	;Funneliformis;mosseae
ASV_1957	;NA;NA
ASV_1958	;NA;NA
ASV_1960	;Curvularia;inaequalis
ASV_1962	;NA;NA
ASV_1963	;Claroideoglomus;NA
ASV_1964	;NA;NA
ASV_1966	;NA;NA
ASV_1971	;Dominikia;NA
ASV_1972	;NA;NA
ASV_1973	;Glomus;compressum
ASV_1975	;Glomus;indicum
ASV_1976	;Rhizophagus;irregularis
ASV_1978	;Conocybe;velutipes
ASV_1981	;Filobasidium;stepposum
ASV_1983	;Funneliformis;mosseae
ASV_1984	;NA;NA
ASV_1986	;NA;NA
ASV_1988	;NA;NA
ASV_1993	;Ophiosphaerella;aquatica
ASV_1994	;NA;NA
ASV_1997	;NA;NA
ASV_1998	;Cryptocoryneum;NA
ASV_2003	;Mycena;NA
ASV_2004	;Glomus;indicum
ASV_2005	;Acremonium;persicinum
ASV_2009	;Acremonium;rutilum
ASV_2010	;Aspergillus;iizukae
ASV_2013	;Funneliformis;mosseae
ASV_2014	;Tilletiopsis;washingtonensis
ASV_2017	;Rhizophagus;irregularis
ASV_2022	;NA;NA
ASV_2023	;NA;NA
ASV_2024	;Dominikia;iranica
ASV_2025	;Ramicandelaber;brevisporus
ASV_2029	;Dactylonectria;macrodidyma
ASV_2031	;Candida;albicans
ASV_2032	;Mrakia;frigida
ASV_2035	;Mortierella;NA
ASV_2036	;Trichopeziza;mollissima
ASV_2037	;Kockovaella;NA
ASV_2040	;Schizothecium;NA
ASV_2043	;Cistella;NA
ASV_2045	;Chalara;NA
ASV_2046	;Phaeosphaeria;NA
ASV_2048	;Paraglomus;brasilianum
ASV_2051	;Claroideoglomus;NA
ASV_2052	;Acremonium;polychromum
ASV_2054	;Coniochaeta;canina
ASV_2055	;Rhizophagus;irregularis
ASV_2057	;Funneliformis;mosseae
ASV_2059	;NA;NA
ASV_2061	;NA;NA
ASV_2062	;Lecythophora;NA
ASV_2063	;NA;NA
ASV_2064	;NA;NA
ASV_2065	;Coniochaeta;NA
ASV_2066	;Gigaspora;rosea
ASV_2067	;Septoglomus;viscosum
ASV_2068	;Acrocalymma;NA
ASV_2070	;Clonostachys;rosea
ASV_2072	;Cyathus;stercoreus
ASV_2073	;NA;NA
ASV_2074	;NA;NA
ASV_2075	;Coniochaeta;NA
ASV_2076	;NA;NA
ASV_2077	;NA;NA
ASV_2078	;Herpotrichia;australis
ASV_2079	;Endogone;NA
ASV_2081	;Spizellomyces;NA
ASV_2083	;NA;NA
ASV_2085	;NA;NA
ASV_2087	;Stagonosporopsis;NA
ASV_2088	;Sporidesmiella;NA
ASV_2090	;NA;NA
ASV_2091	;Oliveonia;pauxilla
ASV_2094	;Phaeosphaeria;NA
ASV_2095	;Actinomucor;elegans
ASV_2100	;Glomus;aggregatum
ASV_2101	;Rhizophagus;NA
ASV_2103	;NA;NA
ASV_2104	;NA;NA
ASV_2105	;Sporobolomyces;NA
ASV_2106	;Conlarium;NA
ASV_2107	;Kamienskia;perpusilla
ASV_2109	;NA;NA
ASV_2110	;NA;NA
ASV_2112	;Preussia;NA
ASV_2113	;Coprinellus;plagioporus
ASV_2114	;Podospora;NA
ASV_2115	;Olpidium;brassicae
ASV_2117	;Conocybe;mesospora
ASV_2119	;Funneliformis;mosseae
ASV_2120	;Claroideoglomus;NA
ASV_2125	;Glomus;macrocarpum
ASV_2126	;Endogone;NA
ASV_2127	;Acaulospora;spinosa
ASV_2130	;Septoglomus;NA
ASV_2133	;Fusarium;armeniacum
ASV_2138	;NA;NA
ASV_2140	;NA;NA
ASV_2141	;Massariosphaeria;roumeguerei
ASV_2143	;NA;NA
ASV_2144	;NA;NA
ASV_2145	;Archaeospora;NA
ASV_2148	;Pyrenophora;tritici-repentis
ASV_2149	;Mortierella;clonocystis
ASV_2150	;Herpotrichia;australis
ASV_2151	;Paraglomus;NA
ASV_2152	;Merismodes;fasciculata
ASV_2154	;Glomus;indicum
ASV_2155	;Operculomyces;laminatus
ASV_2160	;Phaeosphaeria;juncicola
ASV_2161	;Gongronella;butleri
ASV_2162	;Paratrimmatostroma;kunmingensis
ASV_2163	;Aspergillus;caninus
ASV_2164	;Veronaea;japonica
ASV_2167	;Gibberella;NA
ASV_2168	;NA;NA
ASV_2170	;Funneliformis;mosseae
ASV_2171	;Cladophialophora;chaetospira
ASV_2172	;Glomus;macrocarpum
ASV_2176	;Trichoderma;NA
ASV_2177	;Coniochaeta;NA
ASV_2178	;Mortierella;cystojenkinii
ASV_2179	;Septoglomus;NA
ASV_2180	;NA;NA
ASV_2185	;NA;NA
ASV_2186	;Funneliformis;mosseae
ASV_2187	;NA;NA
ASV_2189	;Thanatephorus;cucumeris
ASV_2190	;Leptodiscella;africana
ASV_2192	;Biappendiculispora;NA
ASV_2193	;NA;NA
ASV_2194	;Marchandiobasidium;NA
ASV_2200	;Chalara;heteroderae
ASV_2203	;Parastagonospora;NA
ASV_2204	;Rhizophagus;irregularis
ASV_2205	;NA;NA
ASV_2206	;Funneliformis;mosseae
ASV_2208	;Metarhizium;marquandii
ASV_2210	;NA;NA
ASV_2211	;Sarocladium;NA
ASV_2212	;Cryptococcus;NA
ASV_2215	;NA;NA
ASV_2216	;Waitea;circinata
ASV_2217	;Kamienskia;perpusilla
ASV_2218	;Glomus;NA
ASV_2219	;NA;NA
ASV_2221	;NA;NA
ASV_2223	;Oliveonia;pauxilla
ASV_2224	;NA;NA
ASV_2226	;Iodophanus;NA
ASV_2229	;Paraglomus;brasilianum
ASV_2230	;Spizellomyces;lactosolyticus
ASV_2233	;Drechslera;NA
ASV_2235	;Verticillium;NA
ASV_2239	;Trichopeziza;mollissima
ASV_2243	;Sporidesmiella;NA
ASV_2244	;NA;NA
ASV_2245	;Glomus;macrocarpum
ASV_2247	;NA;NA
ASV_2248	;Glomus;compressum
ASV_2249	;NA;NA
ASV_2252	;NA;NA
ASV_2254	;Gongronella;butleri
ASV_2257	;NA;NA
ASV_2262	;NA;NA
ASV_2263	;Karstenia;macer
ASV_2266	;Podospora;glutinoides
