"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_825","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Septoglomus",NA
"ASV_826","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV_827","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Ramicandelaber",NA
"ASV_828","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaetopsis","leptospora"
"ASV_829","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","metachromatica"
"ASV_830","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus","cucumeris"
"ASV_831","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor",NA
"ASV_834","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae",NA,NA
"ASV_835","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA
"ASV_836","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"ASV_837","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","mosseae"
"ASV_838","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","solani"
"ASV_839","Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismatales_fam_Incertae_sedis","Karstenia","macer"
"ASV_840","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae",NA,NA
"ASV_841","Fungi","Ascomycota","Sordariomycetes","Branch06",NA,NA,NA
"ASV_844","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae",NA,NA
"ASV_845","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA
"ASV_846","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaetopsis","leptospora"
"ASV_847","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"ASV_848","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Parastagonospora",NA
"ASV_850","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Disciseda",NA
"ASV_851","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","claroideum"
"ASV_852","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"ASV_854","Fungi","Glomeromycota","Glomeromycetes","Glomerales",NA,NA,NA
"ASV_855","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae",NA,NA
"ASV_857","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Valsonectria","pulchella"
"ASV_858","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"ASV_859","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Stictidaceae","Neofitzroyomyces","nerii"
"ASV_861","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"ASV_862","Fungi","Basidiomycota","Agaricomycetes","Auriculariales",NA,NA,NA
"ASV_863","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","friesii"
"ASV_864","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",NA
"ASV_865","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia",NA
"ASV_866","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium","marquandii"
"ASV_867","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Chaetosphaeronema",NA
"ASV_868","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae",NA,NA
"ASV_869","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"ASV_870","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","mosseae"
"ASV_872","Fungi","Basidiomycota","Agaricomycetes","Agaricomycetes_ord_Incertae_sedis","Agaricomycetes_fam_Incertae_sedis","Xenasmatella","christiansenii"
"ASV_873","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"ASV_874","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Stephanosporaceae",NA,NA
"ASV_875","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae",NA,NA
"ASV_876","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Devriesia",NA
"ASV_878","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","verticillata"
"ASV_882","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium",NA
"ASV_883","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"ASV_884","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","mosseae"
"ASV_885","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","terricola"
"ASV_886","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cladorrhinum",NA
"ASV_887","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Physalacria","maipoensis"
"ASV_890","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","aggregatum"
"ASV_892","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","glutinans"
"ASV_893","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Neoascochyta","argentina"
"ASV_894","Fungi","Basidiomycota","Agaricomycetes","Tremellodendropsidales",NA,NA,NA
"ASV_895","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Chalara","heteroderae"
"ASV_897","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"ASV_898","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Sclerostagonospora",NA
"ASV_899","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Septoglomus",NA
"ASV_900","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"ASV_901","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora",NA
"ASV_902","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"ASV_903","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys",NA
"ASV_906","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Septoglomus","viscosum"
"ASV_907","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Agrocybe","pediades"
"ASV_908","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","alpina"
"ASV_909","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Iodophanus",NA
"ASV_910","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","bonariae"
"ASV_911","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus",NA
"ASV_912","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","macrocarpum"
"ASV_913","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","indicum"
"ASV_915","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae",NA,NA
"ASV_916","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Achroiostachys","betulicola"
"ASV_917","Fungi","Ascomycota","Sordariomycetes","Pleurotheciales","Pleurotheciaceae",NA,NA
"ASV_918","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus",NA
"ASV_919","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cladorrhinum",NA
"ASV_920","Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium","intermedium"
"ASV_923","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV_924","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"ASV_925","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"ASV_927","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Pseudaleuria",NA
"ASV_929","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudopithomyces","rosae"
"ASV_930","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Chalara",NA
"ASV_931","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidaceae","Rhizophlyctis","rosea"
"ASV_932","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"ASV_933","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"ASV_935","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"ASV_936","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chloridium","aseptatum"
"ASV_937","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV_938","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"ASV_939","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","persica"
"ASV_942","Fungi","Glomeromycota",NA,NA,NA,NA,NA
"ASV_943","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","mosseae"
"ASV_944","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",NA
"ASV_945","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Myrothecium","verrucaria"
"ASV_946","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","polyphialidicum"
"ASV_948","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Parastagonospora",NA
"ASV_949","Fungi","Ascomycota","Sordariomycetes","Sordariales","Helminthosphaeriaceae","Endophragmiella",NA
"ASV_950","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus",NA
"ASV_951","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Crocicreas",NA
"ASV_952","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"ASV_954","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"ASV_956","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Limonomyces",NA
"ASV_957","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","lignicola"
"ASV_958","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus","cucumeris"
"ASV_959","Fungi","Ascomycota","Sordariomycetes","Branch06",NA,NA,NA
"ASV_960","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Allophaeosphaeria","cytisi"
"ASV_961","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Vagicola","chlamydospora"
"ASV_962","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Cistella",NA
"ASV_963","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"ASV_964","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Mrakia",NA
"ASV_966","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella",NA
"ASV_967","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Septoglomus",NA
"ASV_968","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"ASV_970","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae",NA,NA
"ASV_971","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Septoglomus","viscosum"
"ASV_972","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"ASV_973","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus",NA
"ASV_975","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Lectera","longa"
"ASV_976","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","spirale"
"ASV_978","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae",NA,NA
"ASV_979","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Kochiomyces",NA
"ASV_980","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae",NA,NA
"ASV_982","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus",NA
"ASV_984","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"ASV_985","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"ASV_986","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV_987","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiales_fam_Incertae_sedis","Operculomyces","laminatus"
"ASV_988","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"ASV_991","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidaceae","Rhizophlyctis","rosea"
"ASV_992","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","macrocarpum"
"ASV_993","Fungi","Glomeromycota",NA,NA,NA,NA,NA
"ASV_994","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"ASV_996","Fungi","Glomeromycota","Glomeromycetes","Gigasporales","Gigasporaceae","Gigaspora",NA
"ASV_997","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales",NA,NA,NA
"ASV_999","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",NA
"ASV_1000","Fungi","Ascomycota","Sordariomycetes","Conioscyphales","Conioscyphaceae","Conioscypha","bambusicola"
"ASV_1001","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Septoglomus","constrictum"
"ASV_1002","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Ramicandelaber",NA
"ASV_1003","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae",NA,NA
"ASV_1007","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","alcalophila"
"ASV_1008","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","mesospora"
"ASV_1009","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales",NA,NA,NA
"ASV_1010","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","friesii"
"ASV_1014","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium",NA
"ASV_1015","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Disciseda",NA
"ASV_1016","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","irregularis"
"ASV_1017","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV_1018","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","mosseae"
"ASV_1021","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","irregularis"
"ASV_1022","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"ASV_1023","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"ASV_1024","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","oligospora"
"ASV_1025","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia",NA
"ASV_1026","Fungi","Basidiomycota","Agaricomycetes","Tremellodendropsidales",NA,NA,NA
"ASV_1027","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA
"ASV_1030","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"ASV_1031","Fungi","Ascomycota","Sordariomycetes","Xylariales","Microdochiaceae","Idriella",NA
"ASV_1035","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Subulicystidium",NA
"ASV_1036","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"ASV_1037","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilus",NA
"ASV_1038","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","mosseae"
"ASV_1039","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"ASV_1040","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"ASV_1041","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta",NA
"ASV_1042","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"ASV_1043","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"ASV_1045","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","candolleana"
"ASV_1048","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"ASV_1050","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Occultifur",NA
"ASV_1051","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Articulospora","proliferata"
"ASV_1052","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV_1053","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","metachromatica"
"ASV_1054","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","macrocarpum"
"ASV_1056","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","zeae"
"ASV_1057","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus","cucumeris"
"ASV_1058","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Zopfiella",NA
"ASV_1060","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Auricularia",NA
"ASV_1062","Fungi","Mucoromycota","Endogonomycetes","Endogonales","Endogonaceae","Endogone",NA
"ASV_1063","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"ASV_1064","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","claroideum"
"ASV_1065","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","lunariae"
"ASV_1068","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","macrocarpum"
"ASV_1069","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales",NA,NA,NA
"ASV_1070","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"ASV_1071","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","persicinum"
"ASV_1073","Fungi","Ascomycota","Sordariomycetes","Pleurotheciales","Pleurotheciaceae",NA,NA
"ASV_1075","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Crocicreas",NA
"ASV_1077","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella","glomerata"
"ASV_1079","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","compressum"
"ASV_1080","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Septoglomus","viscosum"
"ASV_1083","Fungi","Ascomycota","Sordariomycetes","Xylariales","Microdochiaceae","Idriella",NA
"ASV_1084","Fungi","Basidiomycota","Cystobasidiomycetes","Erythrobasidiales","Erythrobasidiales_fam_Incertae_sedis","Sakaguchia",NA
"ASV_1085","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Septoglomus",NA
"ASV_1086","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Ampelomyces","quisqualis"
"ASV_1089","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium","brassicae"
"ASV_1090","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","macrocarpum"
"ASV_1091","Fungi","Glomeromycota","Glomeromycetes","Glomerales",NA,NA,NA
"ASV_1092","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","aggregatum"
"ASV_1094","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","polychromum"
"ASV_1095","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Auricularia",NA
"ASV_1096","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","spinosa"
"ASV_1098","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Septoglomus","viscosum"
"ASV_1099","Fungi","Ascomycota","Sordariomycetes","Branch06",NA,NA,NA
"ASV_1101","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","indicum"
"ASV_1103","Fungi","Ascomycota","Sordariomycetes","Branch06",NA,NA,NA
"ASV_1104","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Herpotrichia","australis"
"ASV_1105","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV_1106","Fungi","Basidiomycota","Agaricomycetes","Tremellodendropsidales",NA,NA,NA
"ASV_1107","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"ASV_1108","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales",NA,NA,NA
"ASV_1109","Fungi","Glomeromycota","Glomeromycetes","Gigasporales","Gigasporaceae","Gigaspora","rosea"
"ASV_1111","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Veronaea","japonica"
"ASV_1112","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","claroideum"
"ASV_1113","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudogymnoascus",NA
"ASV_1114","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","macrocarpum"
"ASV_1115","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae",NA,NA
"ASV_1116","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","macrocarpum"
"ASV_1118","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","irregularis"
"ASV_1119","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","paraensis"
"ASV_1121","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Goffeauzyma","gastrica"
"ASV_1123","Fungi","Glomeromycota","Glomeromycetes","Gigasporales","Gigasporaceae","Gigaspora","rosea"
"ASV_1126","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Gibberella",NA
"ASV_1128","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae",NA,NA
"ASV_1129","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Lycoperdon","pratense"
"ASV_1130","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"ASV_1131","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Cadophora",NA
"ASV_1133","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","canina"
"ASV_1134","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Septoglomus",NA
"ASV_1135","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"ASV_1137","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","indicum"
"ASV_1138","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","phragmitis"
"ASV_1140","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilus",NA
"ASV_1141","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"ASV_1143","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","trachyspermus"
"ASV_1145","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium","marquandii"
"ASV_1147","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Pseudocoleophoma",NA
"ASV_1148","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellales_fam_Incertae_sedis","Sistotrema","adnatum"
"ASV_1149","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Orbilia","serpentina"
"ASV_1150","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","bonariae"
"ASV_1151","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"ASV_1152","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"ASV_1154","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"ASV_1155","Fungi","Blastocladiomycota",NA,NA,NA,NA,NA
"ASV_1156","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma","guilliermondii"
"ASV_1157","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Knufia",NA
"ASV_1158","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","macrocarpum"
"ASV_1159","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"ASV_1160","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus","cucumeris"
"ASV_1161","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","solani"
"ASV_1163","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","irregularis"
"ASV_1164","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"ASV_1165","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Cistella",NA
"ASV_1166","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Dominikia","iranica"
"ASV_1167","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",NA
"ASV_1168","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusicolla","acetilerea"
