"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_2017","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","irregularis"
"ASV_2022","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae",NA,NA
"ASV_2023","Fungi","Glomeromycota",NA,NA,NA,NA,NA
"ASV_2024","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Dominikia","iranica"
"ASV_2025","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Ramicandelaber","brevisporus"
"ASV_2029","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Dactylonectria","macrodidyma"
"ASV_2031","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","albicans"
"ASV_2032","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Mrakia","frigida"
"ASV_2035","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"ASV_2036","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Trichopeziza","mollissima"
"ASV_2037","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cuniculitremaceae","Kockovaella",NA
"ASV_2040","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium",NA
"ASV_2043","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Cistella",NA
"ASV_2045","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Chalara",NA
"ASV_2046","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",NA
"ASV_2048","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","brasilianum"
"ASV_2051","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus",NA
"ASV_2052","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","polychromum"
"ASV_2054","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","canina"
"ASV_2055","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","irregularis"
"ASV_2057","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","mosseae"
"ASV_2059","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriaceae",NA,NA
"ASV_2061","Fungi","Glomeromycota","Glomeromycetes","Glomerales",NA,NA,NA
"ASV_2062","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Lecythophora",NA
"ASV_2063","Fungi","Basidiomycota","Agaricomycetes","Tremellodendropsidales",NA,NA,NA
"ASV_2064","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,NA
"ASV_2065","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta",NA
"ASV_2066","Fungi","Glomeromycota","Glomeromycetes","Gigasporales","Gigasporaceae","Gigaspora","rosea"
"ASV_2067","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Septoglomus","viscosum"
"ASV_2068","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Morosphaeriaceae","Acrocalymma",NA
"ASV_2070","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys","rosea"
"ASV_2072","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Nidulariaceae","Cyathus","stercoreus"
"ASV_2073","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae",NA,NA
"ASV_2074","Fungi","Ascomycota","Sordariomycetes","Branch06",NA,NA,NA
"ASV_2075","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta",NA
"ASV_2076","Fungi","Glomeromycota","Glomeromycetes","Glomerales",NA,NA,NA
"ASV_2077","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae",NA,NA
"ASV_2078","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Herpotrichia","australis"
"ASV_2079","Fungi","Mucoromycota","Endogonomycetes","Endogonales","Endogonaceae","Endogone",NA
"ASV_2081","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces",NA
"ASV_2083","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"ASV_2085","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV_2087","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Stagonosporopsis",NA
"ASV_2088","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Sporidesmiella",NA
"ASV_2090","Fungi","Glomeromycota","Glomeromycetes","Glomerales",NA,NA,NA
"ASV_2091","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariales_fam_Incertae_sedis","Oliveonia","pauxilla"
"ASV_2094","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",NA
"ASV_2095","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Actinomucor","elegans"
"ASV_2100","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","aggregatum"
"ASV_2101","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus",NA
"ASV_2103","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA
"ASV_2104","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA
"ASV_2105","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces",NA
"ASV_2106","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Conlarium",NA
"ASV_2107","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Kamienskia","perpusilla"
"ASV_2109","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae",NA,NA
"ASV_2110","Fungi","Glomeromycota","Glomeromycetes","Glomerales",NA,NA,NA
"ASV_2112","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia",NA
"ASV_2113","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","plagioporus"
"ASV_2114","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora",NA
"ASV_2115","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium","brassicae"
"ASV_2117","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","mesospora"
"ASV_2119","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","mosseae"
"ASV_2120","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus",NA
"ASV_2125","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","macrocarpum"
"ASV_2126","Fungi","Mucoromycota","Endogonomycetes","Endogonales","Endogonaceae","Endogone",NA
"ASV_2127","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","spinosa"
"ASV_2130","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Septoglomus",NA
"ASV_2133","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","armeniacum"
"ASV_2138","Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae",NA,NA
"ASV_2140","Fungi","Ascomycota","Pezizomycetes","Pezizales",NA,NA,NA
"ASV_2141","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Massariosphaeria","roumeguerei"
"ASV_2143","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"ASV_2144","Fungi","Basidiomycota","Microbotryomycetes",NA,NA,NA,NA
"ASV_2145","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","Archaeospora",NA
"ASV_2148","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Pyrenophora","tritici-repentis"
"ASV_2149","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","clonocystis"
"ASV_2150","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Herpotrichia","australis"
"ASV_2151","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus",NA
"ASV_2152","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Merismodes","fasciculata"
"ASV_2154","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","indicum"
"ASV_2155","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiales_fam_Incertae_sedis","Operculomyces","laminatus"
"ASV_2160","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","juncicola"
"ASV_2161","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Gongronella","butleri"
"ASV_2162","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Parabambusicolaceae","Paratrimmatostroma","kunmingensis"
"ASV_2163","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","caninus"
"ASV_2164","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Veronaea","japonica"
"ASV_2167","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Gibberella",NA
"ASV_2168","Fungi","Ascomycota","Orbiliomycetes","Orbiliales",NA,NA,NA
"ASV_2170","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","mosseae"
"ASV_2171","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","chaetospira"
"ASV_2172","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","macrocarpum"
"ASV_2176","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",NA
"ASV_2177","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta",NA
"ASV_2178","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","cystojenkinii"
"ASV_2179","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Septoglomus",NA
"ASV_2180","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"ASV_2185","Fungi","Glomeromycota","Glomeromycetes","Glomerales",NA,NA,NA
"ASV_2186","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","mosseae"
"ASV_2187","Fungi","Basidiobolomycota","Basidiobolomycetes",NA,NA,NA,NA
"ASV_2189","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus","cucumeris"
"ASV_2190","Fungi","Ascomycota","Dothideomycetes","Acrospermales","Acrospermales_fam_Incertae_sedis","Leptodiscella","africana"
"ASV_2192","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Biappendiculispora",NA
"ASV_2193","Fungi","Glomeromycota","Glomeromycetes","Glomerales",NA,NA,NA
"ASV_2194","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Marchandiobasidium",NA
"ASV_2200","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Chalara","heteroderae"
"ASV_2203","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Parastagonospora",NA
"ASV_2204","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","irregularis"
"ASV_2205","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV_2206","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","mosseae"
"ASV_2208","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium","marquandii"
"ASV_2210","Fungi","Basidiomycota","Agaricomycetes","Sebacinales",NA,NA,NA
"ASV_2211","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Sarocladium",NA
"ASV_2212","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus",NA
"ASV_2215","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"ASV_2216","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Waitea","circinata"
"ASV_2217","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Kamienskia","perpusilla"
"ASV_2218","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"ASV_2219","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"ASV_2221","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"ASV_2223","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariales_fam_Incertae_sedis","Oliveonia","pauxilla"
"ASV_2224","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"ASV_2226","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Iodophanus",NA
"ASV_2229","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","brasilianum"
"ASV_2230","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","lactosolyticus"
"ASV_2233","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Drechslera",NA
"ASV_2235","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium",NA
"ASV_2239","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Trichopeziza","mollissima"
"ASV_2243","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Sporidesmiella",NA
"ASV_2244","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"ASV_2245","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","macrocarpum"
"ASV_2247","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"ASV_2248","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","compressum"
"ASV_2249","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV_2252","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA
"ASV_2254","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Gongronella","butleri"
"ASV_2257","Fungi","Chytridiomycota","Lobulomycetes","Lobulomycetales",NA,NA,NA
"ASV_2262","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"ASV_2263","Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismatales_fam_Incertae_sedis","Karstenia","macer"
"ASV_2266","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora","glutinoides"
"ASV_2270","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae",NA,NA
"ASV_2272","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Gaeumannomyces",NA
"ASV_2273","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys","phyllophila"
"ASV_2274","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus",NA
"ASV_2278","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"ASV_2279","Fungi","Ascomycota","Sordariomycetes","Branch06",NA,NA,NA
"ASV_2281","Fungi","Ascomycota","Sordariomycetes","Branch06",NA,NA,NA
"ASV_2282","Fungi","Glomeromycota","Glomeromycetes","Glomerales",NA,NA,NA
"ASV_2283","Fungi","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora","bambusae"
"ASV_2288","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Stephanosporaceae",NA,NA
"ASV_2290","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"ASV_2293","Fungi","Kickxellomycota","GS19","GS19",NA,NA,NA
"ASV_2295","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","algeriense"
"ASV_2296","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"ASV_2297","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium","rileyi"
"ASV_2298","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Morosphaeriaceae","Acrocalymma",NA
"ASV_2301","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizales_fam_Incertae_sedis","Trichobolus","zukalii"
"ASV_2302","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Dactylaria","mitrata"
"ASV_2303","Fungi","Mucoromycota","Endogonomycetes","Endogonales","Endogonaceae","Endogone",NA
"ASV_2311","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Monocillium","griseo-ochraceum"
"ASV_2312","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"ASV_2314","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","macrocarpum"
"ASV_2315","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","mosseae"
"ASV_2317","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA
"ASV_2320","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","mosseae"
"ASV_2321","Fungi","Ascomycota","Leotiomycetes","Helotiales","Vibrisseaceae","Phialocephala","humicola"
"ASV_2322","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Macrocystidia","cucumis"
"ASV_2323","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Schizoparmaceae","Coniella","fragariae"
"ASV_2325","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae",NA,NA
"ASV_2326","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus","cucumeris"
"ASV_2328","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales",NA,NA,NA
"ASV_2330","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Lectera","longa"
"ASV_2331","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus",NA
"ASV_2333","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV_2334","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Ilyonectria","robusta"
"ASV_2335","Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismatales_fam_Incertae_sedis","Karstenia","macer"
"ASV_2336","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Hyphodermataceae","Hyphoderma","obtusiforme"
"ASV_2337","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales",NA,NA,NA
"ASV_2340","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Ramicandelaber",NA
"ASV_2341","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Herpotrichia","australis"
"ASV_2342","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora","decidua"
"ASV_2343","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA
"ASV_2348","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Septoglomus",NA
"ASV_2349","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","aggregatum"
"ASV_2350","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Chrysozyma","griseoflava"
"ASV_2354","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Crocicreas",NA
"ASV_2355","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","beljakovae"
"ASV_2356","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","stepposum"
"ASV_2357","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora","fusarioides"
"ASV_2359","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"ASV_2360","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"ASV_2362","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","mosseae"
"ASV_2363","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"ASV_2371","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Flagelloscypha",NA
"ASV_2373","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae",NA,NA
"ASV_2374","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apodus","deciduus"
"ASV_2375","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales",NA,NA,NA
"ASV_2376","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"ASV_2378","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"ASV_2381","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae",NA,NA
"ASV_2382","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","macrocarpum"
"ASV_2383","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","macrocarpum"
"ASV_2384","Fungi","Glomeromycota","Glomeromycetes","Glomerales",NA,NA,NA
"ASV_2387","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",NA
"ASV_2392","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"ASV_2395","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",NA
"ASV_2396","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","mosseae"
"ASV_2397","Fungi","Ascomycota","Sordariomycetes","Annulatascales","Annulatascaceae","Dictyosporella",NA
"ASV_2398","Fungi","Ascomycota","Sordariomycetes","Branch06",NA,NA,NA
"ASV_2400","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Ganodermataceae","Ganoderma",NA
"ASV_2405","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","claroideum"
"ASV_2409","Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium","golubevii"
"ASV_2410","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"ASV_2412","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Paramyrothecium","viridisporum"
"ASV_2413","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Arnium",NA
"ASV_2416","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","elongata"
"ASV_2418","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Amniculicolaceae","Murispora","cicognanii"
"ASV_2419","Fungi","Glomeromycota","Glomeromycetes","Glomerales",NA,NA,NA
"ASV_2421","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","macrocarpum"
"ASV_2422","Fungi","Entomophthoromycota","Entomophthoromycetes","Entomophthorales","Ancylistaceae","Conidiobolus","coronatus"
"ASV_2424","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Exidiaceae",NA,NA
"ASV_2428","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","bipellis"
"ASV_2429","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Neodevriesiaceae","Neodevriesia","poagena"
"ASV_2431","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA
"ASV_2432","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV_2435","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA
"ASV_2438","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Veronaea","japonica"
"ASV_2439","Fungi","Chytridiomycota","Chytridiomycetes",NA,NA,NA,NA
"ASV_2441","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"ASV_2442","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariales_fam_Incertae_sedis","Oliveonia","pauxilla"
"ASV_2448","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","claroideum"
"ASV_2450","Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae",NA,NA
"ASV_2451","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"ASV_2452","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"ASV_2453","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV_2454","Fungi",NA,NA,NA,NA,NA,NA
"ASV_2456","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenales_fam_Incertae_sedis","Chrysosporium","pseudomerdarium"
"ASV_2457","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella",NA
"ASV_2458","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","aurantiacum"
"ASV_2460","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"ASV_2461","Fungi","Mucoromycota","Endogonomycetes","Endogonales","Endogonaceae","Endogone",NA
"ASV_2462","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Thelebolus","spongiae"
"ASV_2463","Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae",NA,NA
"ASV_2465","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"ASV_2466","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus",NA
"ASV_2467","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Iodophanus",NA
"ASV_2470","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","spinosa"
"ASV_2471","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Dictyosporium","heptasporum"
"ASV_2472","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Monocillium",NA
"ASV_2473","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales",NA,NA,NA
"ASV_2475","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"ASV_2480","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Iodophanus",NA
