"Kingdom" "Phylum" "Class" "Order" "Family" "Genus"
"ASV4184" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"ASV4185" "Bacteria" "Bacteroidetes" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Sphingobacterium"
"ASV4189" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Dongiales" "Dongiaceae" "Dongia"
"ASV4215" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Opitutales" "Opitutaceae" "Opitutus"
"ASV4216" "Bacteria" "Acidobacteria" "Holophagae" "Subgroup_7" NA NA
"ASV4218" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Pseudomonas"
"ASV4219" "Bacteria" "Acidobacteria" "Blastocatellia_(Subgroup_4)" "Blastocatellales" "Blastocatellaceae" "JGI_0001001-H03"
"ASV4225" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Paucibacter"
"ASV4261" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"ASV4262" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "PLTA13" NA NA
"ASV4264" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Reyranellales" "Reyranellaceae" "Reyranella"
"ASV4265" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" NA
"ASV4266" "Bacteria" "Rokubacteria" "NC10" "Rokubacteriales" NA NA
"ASV4317" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"ASV4319" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"ASV4320" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" NA
"ASV4321" "Bacteria" "Actinobacteria" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Nocardioides"
"ASV4361" "Bacteria" "Bacteroidetes" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" NA
"ASV4364" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" NA
"ASV4365" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Microbacteriaceae" "Microbacterium"
"ASV4401" "Bacteria" NA NA NA NA NA
"ASV4402" "Bacteria" "Planctomycetes" "Planctomycetacia" "Pirellulales" "Pirellulaceae" "Pir4_lineage"
"ASV4411" "Bacteria" "Nitrospirae" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira"
"ASV4412" "Bacteria" "Actinobacteria" "Thermoleophilia" "Solirubrobacterales" "67-14" NA
"ASV4413" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" NA
"ASV4414" "Bacteria" "Rokubacteria" "NC10" "Rokubacteriales" NA NA
"ASV4454" "Bacteria" "Planctomycetes" "Planctomycetacia" "Pirellulales" "Pirellulaceae" "Pirellula"
"ASV4455" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" NA
"ASV4458" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" "Zavarzinella"
"ASV4462" "Bacteria" "BRC1" NA NA NA NA
"ASV4463" "Bacteria" "Acidobacteria" "Blastocatellia_(Subgroup_4)" "Pyrinomonadales" "Pyrinomonadaceae" "RB41"
"ASV4464" "Bacteria" "Acidobacteria" "Blastocatellia_(Subgroup_4)" "Blastocatellales" "Blastocatellaceae" NA
"ASV4466" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "BIrii41" NA
"ASV4467" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "Methylobacterium"
"ASV4468" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" "ADurb.Bin063-1"
"ASV4470" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" "Bacillus"
"ASV4500" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Roseimicrobium"
"ASV4501" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" "Saccharimonadaceae" NA
"ASV4504" "Bacteria" "Bacteroidetes" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Pedobacter"
"ASV4506" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" NA NA
"ASV4507" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Novosphingobium"
"ASV4508" "Archaea" "Thaumarchaeota" "Nitrososphaeria" "Nitrososphaerales" "Nitrososphaeraceae" NA
"ASV4548" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Rhizobacter"
"ASV4554" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas"
"ASV4555" "Bacteria" "Actinobacteria" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Dactylosporangium"
"ASV4589" "Bacteria" "Bacteroidetes" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Mucilaginibacter"
"ASV4590" "Bacteria" "Bacteroidetes" "Bacteroidia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium"
"ASV4630" "Bacteria" "Bacteroidetes" "Bacteroidia" "Cytophagales" "Microscillaceae" NA
"ASV4632" "Bacteria" "Actinobacteria" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" "Solirubrobacter"
"ASV4633" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Elsterales" NA NA
"ASV4635" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA
"ASV4636" "Bacteria" "Chloroflexi" "Chloroflexia" "Thermomicrobiales" "JG30-KF-CM45" NA
"ASV4670" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "Methylobacterium"
"ASV4676" "Bacteria" "Bacteroidetes" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" NA
"ASV4677" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA
"ASV4680" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Piscinibacter"
"ASV4726" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Opitutales" "Opitutaceae" "Opitutus"
"ASV4771" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Chthoniobacterales" "Chthoniobacteraceae" "Chthoniobacter"
"ASV4775" "Bacteria" "Chloroflexi" "TK10" NA NA NA
"ASV4783" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Nitrosomonadaceae" "Ellin6067"
"ASV4784" "Bacteria" "Planctomycetes" "Phycisphaerae" "Tepidisphaerales" "WD2101_soil_group" NA
"ASV4785" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Duganella"
"ASV4786" "Bacteria" "Actinobacteria" "Thermoleophilia" "Solirubrobacterales" "67-14" NA
"ASV4787" "Bacteria" "Acidobacteria" "Acidobacteriia" "Acidobacteriales" NA NA
"ASV4836" "Bacteria" "Acidobacteria" "Holophagae" "Subgroup_7" NA NA
"ASV4839" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA
"ASV4841" "Bacteria" "Acidobacteria" "Acidobacteriia" "Acidobacteriales" NA NA
"ASV4846" "Bacteria" "Bacteroidetes" "Bacteroidia" "Flavobacteriales" "Crocinitomicaceae" "Fluviicola"
"ASV4847" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas"
"ASV4848" "Bacteria" "Planctomycetes" "Planctomycetacia" "Isosphaerales" "Isosphaeraceae" "Singulisphaera"
"ASV4849" "Bacteria" "Actinobacteria" "Actinobacteria" "Streptomycetales" "Streptomycetaceae" "Kitasatospora"
"ASV4850" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"ASV4851" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" "Gaiellaceae" "Gaiella"
"ASV4890" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" NA NA
"ASV4895" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" NA NA
"ASV4898" "Bacteria" "Bacteroidetes" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Filimonas"
"ASV4899" "Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" NA NA
"ASV4951" "Bacteria" "Bacteroidetes" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" NA
"ASV5000" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Steroidobacterales" "Steroidobacteraceae" "Steroidobacter"
"ASV5003" "Bacteria" "Planctomycetes" "Planctomycetacia" "Pirellulales" "Pirellulaceae" "Pirellula"
"ASV5009" "Bacteria" "Chloroflexi" "Gitt-GS-136" NA NA NA
"ASV5010" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA
"ASV5011" "Bacteria" "Actinobacteria" "Actinobacteria" "Catenulisporales" "Catenulisporaceae" "Catenulispora"
"ASV5057" "Bacteria" "Acidobacteria" "Blastocatellia_(Subgroup_4)" "Blastocatellales" "Blastocatellaceae" NA
"ASV5063" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" NA NA
"ASV5066" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "Psychroglaciecola"
"ASV5067" "Bacteria" "Chloroflexi" "Chloroflexia" "Thermomicrobiales" "JG30-KF-CM45" NA
"ASV5068" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Nitrosomonadaceae" "MND1"
"ASV5128" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Labraceae" "Labrys"
"ASV5130" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" NA
"ASV5133" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Microbacteriaceae" "Microbacterium"
"ASV5134" "Bacteria" "Bacteroidetes" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Chitinophaga"
"ASV5135" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"ASV5136" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" NA
"ASV5196" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" "Gemmata"
"ASV5197" "Bacteria" "Actinobacteria" "Actinobacteria" "Pseudonocardiales" "Pseudonocardiaceae" "Lechevalieria"
"ASV5198" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Verrucomicrobium"
"ASV5199" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"ASV5200" "Bacteria" "Armatimonadetes" "Chthonomonadetes" "Chthonomonadales" "Chthonomonadaceae" "Chthonomonas"
"ASV5205" "Bacteria" "Latescibacteria" NA NA NA NA
"ASV5206" "Bacteria" "Acidobacteria" "Subgroup_25" NA NA NA
"ASV5207" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Cellvibrionales" "Cellvibrionaceae" "Cellvibrio"
"ASV5208" "Bacteria" "Actinobacteria" "Actinobacteria" "Frankiales" "Frankiaceae" "Jatrophihabitans"
"ASV5209" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Microtrichales" NA NA
"ASV5210" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"ASV5213" "Bacteria" "Planctomycetes" "Phycisphaerae" "Tepidisphaerales" "WD2101_soil_group" NA
"ASV5215" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA
"ASV5216" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Phenylobacterium"
"ASV5266" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "PLTA13" NA NA
"ASV5267" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" "Gaiellaceae" "Gaiella"
"ASV5268" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfarculales" "Desulfarculaceae" NA
"ASV5280" "Bacteria" "Planctomycetes" "Planctomycetacia" "Pirellulales" "Pirellulaceae" "Pirellula"
"ASV5281" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "BIrii41" NA
"ASV5282" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" "Bacillus"
"ASV5283" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Reyranellales" "Reyranellaceae" "Reyranella"
"ASV5286" "Bacteria" "Bacteroidetes" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Mucilaginibacter"
"ASV5345" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" NA NA
"ASV5350" "Bacteria" "Bacteroidetes" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Chitinophaga"
"ASV5351" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Roseimicrobium"
"ASV5352" "Bacteria" "Chloroflexi" "TK10" NA NA NA
"ASV5355" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"ASV5356" "Bacteria" "Bacteroidetes" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Mucilaginibacter"
"ASV5420" "Bacteria" "Acidobacteria" "Holophagae" "Subgroup_7" NA NA
"ASV5421" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Microbacteriaceae" NA
"ASV5422" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"ASV5423" "Bacteria" "Latescibacteria" "Latescibacteria" "Latescibacterales" "Latescibacteraceae" NA
"ASV5424" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"ASV5425" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" "Gemmata"
"ASV5426" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Haliangiaceae" "Haliangium"
"ASV5483" "Bacteria" "Planctomycetes" "Planctomycetacia" "Pirellulales" "Pirellulaceae" "Pir4_lineage"
"ASV5484" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"ASV5489" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"ASV5490" "Archaea" "Thaumarchaeota" "Nitrososphaeria" "Nitrososphaerales" "Nitrososphaeraceae" NA
"ASV5491" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Rhodanobacteraceae" "Luteibacter"
"ASV5492" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA
"ASV5493" "Bacteria" "Actinobacteria" "Acidimicrobiia" "IMCC26256" NA NA
"ASV5498" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"ASV5500" "Bacteria" "Acidobacteria" "Acidobacteriia" "Acidobacteriales" NA NA
"ASV5553" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" NA
"ASV5562" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Rubritaleaceae" "Luteolibacter"
"ASV5563" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Gammaproteobacteria_Incertae_Sedis" "Unknown_Family" "Acidibacter"
"ASV5564" "Bacteria" "Armatimonadetes" NA NA NA NA
"ASV5565" "Bacteria" "Actinobacteria" "Actinobacteria" "Pseudonocardiales" "Pseudonocardiaceae" NA
"ASV5566" "Bacteria" "Planctomycetes" "Planctomycetacia" "Pirellulales" "Pirellulaceae" NA
"ASV5567" "Bacteria" "Actinobacteria" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" "Conexibacter"
"ASV5570" "Bacteria" "Planctomycetes" "Planctomycetacia" "Isosphaerales" "Isosphaeraceae" "Singulisphaera"
"ASV5633" "Bacteria" "Planctomycetes" "Phycisphaerae" "Tepidisphaerales" "WD2101_soil_group" NA
"ASV5635" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" NA
"ASV5640" "Bacteria" "Actinobacteria" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Nocardioides"
"ASV5641" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Opitutales" "Opitutaceae" "Lacunisphaera"
"ASV5642" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Gammaproteobacteria_Incertae_Sedis" "Unknown_Family" "Acidibacter"
"ASV5645" "Bacteria" "Bacteroidetes" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Mucilaginibacter"
"ASV5647" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Chthoniobacterales" "Chthoniobacteraceae" "Candidatus_Udaeobacter"
"ASV5703" "Bacteria" "Actinobacteria" "Actinobacteria" "Streptomycetales" "Streptomycetaceae" "Kitasatospora"
"ASV5704" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"ASV5707" "Bacteria" "Chloroflexi" "TK10" NA NA NA
"ASV5708" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Achromobacter"
"ASV5710" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Chthoniobacterales" "Chthoniobacteraceae" "Chthoniobacter"
"ASV5713" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Enterobacteriales" "Enterobacteriaceae" NA
"ASV5714" "Bacteria" "Acidobacteria" "Acidobacteriia" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Bryobacter"
"ASV5715" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" NA
"ASV5716" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" NA NA
"ASV5724" "Bacteria" "Planctomycetes" "Planctomycetacia" "Pirellulales" "Pirellulaceae" "Pirellula"
"ASV5794" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Microtrichales" "Ilumatobacteraceae" "Ilumatobacter"
"ASV5800" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"ASV5801" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" NA
"ASV5802" "Bacteria" "Actinobacteria" "Actinobacteria" "Corynebacteriales" "Mycobacteriaceae" "Mycobacterium"
"ASV5803" "Bacteria" "Actinobacteria" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Nocardioides"
"ASV5805" "Bacteria" "Acidobacteria" "Acidobacteriia" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Bryobacter"
"ASV5806" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Azospirillales" "Azospirillaceae" "Azospirillum"
"ASV5807" "Bacteria" "Actinobacteria" "Actinobacteria" "Pseudonocardiales" "Pseudonocardiaceae" "Actinosynnema"
"ASV5816" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Methylophilaceae" "UBA6140"
"ASV5819" "Bacteria" "Bacteroidetes" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Niastella"
"ASV5888" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" NA
"ASV5889" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Moraxellaceae" NA
"ASV5890" "Bacteria" "Planctomycetes" "Planctomycetacia" "Pirellulales" "Pirellulaceae" "Pir4_lineage"
"ASV5893" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"ASV5894" "Bacteria" "Acidobacteria" "Thermoanaerobaculia" "Thermoanaerobaculales" "Thermoanaerobaculaceae" "Subgroup_10"
"ASV5895" "Bacteria" "Acidobacteria" "Blastocatellia_(Subgroup_4)" "Blastocatellales" "Blastocatellaceae" "Aridibacter"
"ASV5973" "Bacteria" "Planctomycetes" "Phycisphaerae" "Tepidisphaerales" "WD2101_soil_group" NA
"ASV5982" "Bacteria" "Actinobacteria" "Actinobacteria" "Corynebacteriales" "Nocardiaceae" "Rhodococcus"
"ASV5983" "Bacteria" "Planctomycetes" "Phycisphaerae" "Tepidisphaerales" "WD2101_soil_group" NA
"ASV5984" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA
"ASV5985" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" NA
"ASV5986" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Chthoniobacterales" "Chthoniobacteraceae" NA
"ASV5987" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" NA NA
"ASV6065" "Bacteria" "Actinobacteria" "Thermoleophilia" "Solirubrobacterales" "67-14" NA
"ASV6066" "Bacteria" NA NA NA NA NA
"ASV6070" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Rubritaleaceae" "Luteolibacter"
"ASV6076" "Bacteria" "Acidobacteria" "Acidobacteriia" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Candidatus_Solibacter"
"ASV6077" "Bacteria" "Chloroflexi" NA NA NA NA
"ASV6078" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" "Zavarzinella"
"ASV6079" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"ASV6082" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"ASV6083" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Methylophilaceae" "Methylotenera"
"ASV6165" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" NA
"ASV6173" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingobium"
"ASV6174" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" NA
"ASV6178" "Bacteria" "Planctomycetes" "Phycisphaerae" "Tepidisphaerales" "WD2101_soil_group" NA
"ASV6179" "Bacteria" NA NA NA NA NA
"ASV6180" "Bacteria" "Acidobacteria" "Thermoanaerobaculia" "Thermoanaerobaculales" "Thermoanaerobaculaceae" "Subgroup_10"
"ASV6181" "Bacteria" NA NA NA NA NA
"ASV6182" "Bacteria" "Chloroflexi" "Ktedonobacteria" "Ktedonobacterales" "JG30-KF-AS9" NA
"ASV6183" "Bacteria" "Acidobacteria" "Acidobacteriia" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Bryobacter"
"ASV6184" "Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA
"ASV6189" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Massilia"
"ASV6192" "Bacteria" "Bacteroidetes" "Bacteroidia" "Cytophagales" "Microscillaceae" "Chryseolinea"
"ASV6255" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" NA
"ASV6259" "Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA
"ASV6260" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"ASV6261" "Bacteria" "Planctomycetes" "Planctomycetacia" "Isosphaerales" "Isosphaeraceae" "Singulisphaera"
"ASV6262" "Bacteria" "Acidobacteria" "Acidobacteriia" "Acidobacteriales" NA NA
"ASV6268" "Bacteria" "Bacteroidetes" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Niastella"
"ASV6361" "Bacteria" "Planctomycetes" "Planctomycetacia" "Pirellulales" "Pirellulaceae" "Pirellula"
"ASV6370" "Bacteria" "Bacteroidetes" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Mucilaginibacter"
"ASV6379" "Bacteria" "Armatimonadetes" "Chthonomonadetes" "Chthonomonadales" "Chthonomonadaceae" "Chthonomonas"
"ASV6387" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Aetherobacter"
"ASV6465" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "BIrii41" NA
"ASV6466" "Bacteria" "Actinobacteria" "Acidimicrobiia" "IMCC26256" NA NA
"ASV6474" "Bacteria" "Bacteroidetes" "Bacteroidia" "Sphingobacteriales" "NS11-12_marine_group" NA
"ASV6478" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" NA NA
"ASV6479" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" NA
"ASV6480" "Bacteria" "Planctomycetes" "Phycisphaerae" "Tepidisphaerales" "WD2101_soil_group" NA
"ASV6481" "Bacteria" "Acidobacteria" "Blastocatellia_(Subgroup_4)" "Blastocatellales" "Blastocatellaceae" "JGI_0001001-H03"
"ASV6482" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Pedomicrobium"
"ASV6483" "Bacteria" "Actinobacteria" "Thermoleophilia" "Solirubrobacterales" "67-14" NA
"ASV6493" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Bradyrhizobium"
"ASV6496" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Labraceae" "Labrys"
"ASV6589" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" NA NA
"ASV6590" "Bacteria" "Bacteroidetes" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Mucilaginibacter"
"ASV6698" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Roseimicrobium"
"ASV6699" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"ASV6707" "Bacteria" "Chloroflexi" "Chloroflexia" "Thermomicrobiales" "JG30-KF-CM45" NA
"ASV6708" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" NA
"ASV6714" "Bacteria" "Actinobacteria" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Verrucosispora"
"ASV6804" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" NA
"ASV6808" "Bacteria" "Planctomycetes" "Planctomycetacia" "Pirellulales" "Pirellulaceae" "Pirellula"
"ASV6810" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Nitrosomonadaceae" "Ellin6067"
"ASV6814" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Pseudomonas"
"ASV6815" "Bacteria" "Chloroflexi" "Gitt-GS-136" NA NA NA
"ASV6816" "Bacteria" "Planctomycetes" "OM190" NA NA NA
"ASV6817" "Bacteria" "Actinobacteria" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Actinoplanes"
"ASV6818" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" NA
"ASV6819" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA
